County,State,Population,Poverty Rate,Median Age,Median Household Income,Number of Employees,Median Property Value
miami-county-in,in,"36,035",16%,39.9,"$46,666","15,337","$85,500"
miami-county-ks,ks,"32,976",7.73%,41.7,"$63,501","16,285","$181,100"
miami-county-oh,oh,"104,081",9.88%,41.5,"$54,568","50,203","$138,900"
miami-dade-county-fl,fl,2.76M,19%,40.1,"$52,205",1.37M,"$317,100"
middlesex-county-ct,ct,"164,110",7.2%,45.1,"$81,673","88,344","$283,700"
middlesex-county-ma,ma,1.61M,8.22%,38.4,"$100,517","893,298","$543,600"
middlesex-county-nj,nj,"829,685",8.58%,38.7,"$88,217","414,736","$352,300"
middlesex-county-va,va,"10,710",10.2%,53.5,"$50,483","4,385","$248,400"
midland-county-mi,mi,"83,489",11.3%,41.5,"$57,117","37,913","$133,000"
midland-county-tx,tx,"159,883",8.69%,31.8,"$75,815","80,471","$187,400"
mifflin-county-pa,pa,"46,452",13.5%,43.6,"$46,286","20,884","$103,700"
milam-county-tx,tx,"24,479",16%,41.5,"$41,768","9,527","$88,500"
mille-lacs-county-mn,mn,"25,635",11.5%,40.1,"$53,737","12,117","$151,400"
miller-county-ar,ar,"43,760",21%,38.5,"$41,862","18,399","$108,500"
miller-county-ga,ga,"5,884",23.3%,43.1,"$37,255","2,368","$88,500"
miller-county-mo,mo,"24,947",16.5%,41.1,"$41,461","11,068","$126,500"
mills-county-ia,ia,"14,933",9.14%,42.1,"$67,949","7,416","$157,000"
mills-county-tx,tx,"4,887",14.9%,47.3,"$46,318","2,055","$111,200"
milwaukee-county-wi,wi,"948,201",20.5%,35.1,"$49,636","461,177","$162,600"
miner-county-sd,sd,"2,255",11.6%,42,"$50,658","1,116","$82,000"
mineral-county-co,co,834,12%,58.5,"$50,385",377,"$279,000"
mineral-county-nv,nv,"4,471",20.3%,46.7,"$39,375","1,685","$90,900"
mineral-county-wv,wv,"27,421",14.8%,43.5,"$40,749","11,195","$129,800"
mingo-county-wv,wv,"25,150",28.9%,42.1,"$31,227","7,263","$71,000"
minidoka-county-id,id,"20,448",17.9%,35.4,"$48,021","9,198","$121,800"
minnehaha-county-sd,sd,"183,660",11%,34.7,"$57,322","102,646","$166,600"
missaukee-county-mi,mi,"14,982",15.9%,43.4,"$42,370","6,209","$107,100"
mississippi-county-ar,ar,"43,534",25.6%,36.1,"$36,417","17,270","$81,400"
mississippi-county-mo,mo,"13,916",31.7%,39.4,"$32,212","4,796","$73,400"
missoula-county-mt,mt,"114,231",15.9%,35.4,"$49,412","61,644","$259,600"
mitchell-county-ga,ga,"22,574",27.1%,38.8,"$34,122","7,927","$82,500"
mitchell-county-ia,ia,"10,663",8.34%,43.7,"$53,675","5,180","$112,300"
mitchell-county-ks,ks,"6,230",14.8%,43.7,"$44,591","2,868","$85,700"
mitchell-county-nc,nc,"15,155",15.4%,47.1,"$42,534","6,199","$140,600"
mitchell-county-tx,tx,"8,774",7.93%,34.6,"$52,194","2,801","$65,700"
mobile-county-al,al,"413,757",19.3%,38.1,"$43,061","171,487","$131,700"
moffat-county-co,co,"13,056",10.1%,37.7,"$53,010","6,373","$169,200"
mohave-county-az,az,"204,691",18.6%,50.4,"$41,567","69,774","$138,700"
moniteau-county-mo,mo,"15,904",11.9%,38.6,"$50,897","6,715","$118,400"
monmouth-county-nj,nj,"621,354",7.57%,43.6,"$99,642","322,545","$436,200"
mono-county-ca,ca,"14,058",9.88%,38.3,"$60,595","7,864","$311,700"
monona-county-ia,ia,"8,865",14.9%,46.7,"$41,598","4,307","$84,300"
monongalia-county-wv,wv,"103,715",21.3%,30.9,"$49,624","49,725","$178,200"
monroe-county-al,al,"21,745",33.7%,41.7,"$26,036","6,154","$88,000"
monroe-county-ar,ar,"7,420",28.6%,46.1,"$31,584","2,954","$54,500"
monroe-county-fl,fl,"76,745",12.7%,46.7,"$63,030","39,876","$429,000"
monroe-county-ga,ga,"26,795",13.3%,43.3,"$50,666","11,047","$159,900"
monroe-county-il,il,"33,739",5.33%,42.3,"$74,410","17,657","$195,500"
monroe-county-ia,ia,"7,912",10.9%,42.2,"$50,179","3,780","$99,100"
monroe-county-in,in,"144,436",24.7%,28.8,"$45,689","71,839","$163,900"
monroe-county-ky,ky,"10,645",23.5%,41.8,"$35,665","4,270","$74,500"
monroe-county-mi,mi,"149,619",11.2%,42.2,"$59,479","69,205","$149,500"
monroe-county-ms,ms,"35,967",19.2%,41,"$39,444","14,499","$87,100"
monroe-county-mo,mo,"8,676",13%,45.2,"$42,011","3,893","$103,100"
monroe-county-ny,ny,"742,474",14.8%,39.2,"$60,222","362,210","$151,800"
monroe-county-oh,oh,"14,239",19.7%,45.8,"$43,299","5,341","$97,400"
monroe-county-pa,pa,"167,306",11.1%,42.6,"$61,430","78,341","$167,200"
monroe-county-tn,tn,"45,698",20.4%,43,"$36,931","16,551","$115,200"
monroe-county-wv,wv,"13,517",17.2%,47.7,"$36,684","5,215","$105,700"
monroe-county-wi,wi,"45,303",12.6%,39.5,"$56,479","21,433","$144,100"
montague-county-tx,tx,"19,406",15.5%,44,"$46,592","7,938","$107,100"
montcalm-county-mi,mi,"62,956",17.5%,40.5,"$44,651","25,787","$101,000"
monterey-county-ca,ca,"435,594",14.7%,34.7,"$70,681","190,707","$563,000"
montezuma-county-co,co,"25,770",16.8%,44.1,"$45,645","11,258","$197,900"
montgomery-county-al,al,"227,120",20.8%,35.9,"$46,545","100,874","$124,100"
montgomery-county-ar,ar,"9,059",18.1%,50,"$35,252","3,248","$96,900"
montgomery-county-ga,ga,"8,962",19.5%,39.4,"$40,308","3,511","$76,500"
montgomery-county-il,il,"29,173",15.6%,42.4,"$47,807","10,750","$81,000"
montgomery-county-in,in,"38,288",10.2%,40.5,"$53,075","18,802","$118,400"
montgomery-county-ia,ia,"10,239",16.5%,44.5,"$43,674","4,838","$81,800"
montgomery-county-ks,ks,"33,463",17.5%,40.3,"$43,977","14,522","$74,000"
montgomery-county-ky,ky,"27,550",23%,39,"$42,172","11,384","$118,200"
montgomery-county-md,md,1.05M,6.99%,39.2,"$108,188","572,684","$489,000"
montgomery-county-ms,ms,"10,309",25.6%,42.6,"$34,983","4,071","$77,900"
montgomery-county-mo,mo,"11,618",16.1%,43.9,"$43,094","5,012","$105,300"
montgomery-county-ny,ny,"49,500",19.6%,41.1,"$47,449","21,956","$99,900"
montgomery-county-nc,nc,"27,445",20.9%,42.8,"$38,254","10,541","$105,900"
montgomery-county-oh,oh,"532,331",17.9%,39.2,"$50,838","252,130","$125,900"
montgomery-county-pa,pa,"828,604",6.39%,41.2,"$90,122","438,881","$323,400"
montgomery-county-tn,tn,"192,120",14.2%,30.5,"$53,737","77,722","$153,700"
montgomery-county-tx,tx,"590,925",10.3%,37.5,"$76,929","284,354","$245,000"
montgomery-county-va,va,"97,692",23.8%,28.2,"$53,424","46,955","$213,300"
montmorency-county-mi,mi,"9,290",15.1%,55.3,"$39,152","2,971","$93,800"
montour-county-pa,pa,"18,302",10.5%,43,"$56,250","8,662","$173,800"
montrose-county-co,co,"40,908",17.8%,44.7,"$44,865","17,047","$202,500"
moody-county-sd,sd,"6,496",15.9%,40.3,"$56,233","3,307","$118,900"
moore-county-nc,nc,"94,191",13.3%,44.7,"$54,468","38,668","$207,300"
moore-county-tn,tn,"6,302",7.73%,45.1,"$51,671","2,807","$166,000"
moore-county-tx,tx,"22,016",16.9%,30.5,"$52,469","10,591","$106,400"
morehouse-county-la,la,,,,,,
morgan-county-al,al,"119,157",16.6%,40.1,"$47,529","50,611","$128,200"
morgan-county-co,co,"28,123",9.33%,36.6,"$51,456","13,280","$162,900"
morgan-county-ga,ga,"18,013",13.4%,44.2,"$59,572","8,011","$208,200"
morgan-county-il,il,"34,442",14.9%,41.2,"$49,353","15,777","$103,400"
morgan-county-in,in,"69,533",11.8%,41.5,"$60,317","33,330","$147,200"
morgan-county-ky,ky,"13,281",25.6%,41.3,"$33,523","3,662","$77,500"
morgan-county-mo,mo,"20,097",25.5%,46.4,"$34,776","7,121","$115,600"
morgan-county-oh,oh,"14,773",21.5%,44.2,"$40,276","5,835","$90,500"
morgan-county-tn,tn,"21,639",22.9%,41.2,"$40,707","7,120","$91,600"
morgan-county-wv,wv,"17,510",11.1%,47,"$46,346","7,090","$170,600"
morrill-county-ne,ne,"4,903",9.4%,42.9,"$44,201","2,417","$87,400"
morris-county-ks,ks,"5,605",9.76%,47.9,"$50,338","2,745","$95,100"
morris-county-nj,nj,"494,228",4.64%,42.7,"$112,288","261,468","$469,900"
morris-county-tx,tx,"12,530",15.7%,42.9,"$40,227","5,044","$82,300"
morrison-county-mn,mn,"32,880",11.4%,41.7,"$52,855","16,502","$159,100"
morrow-county-oh,oh,"34,935",9.7%,41.8,"$52,767","16,936","$139,400"
morrow-county-or,or,"11,153",14.7%,39.2,"$54,386","4,795","$131,600"
morton-county-ks,ks,"2,931",7.98%,39.5,"$43,813","1,275","$97,700"
morton-county-nd,nd,"30,059",7.88%,38.2,"$65,385","17,262","$187,600"
motley-county-tx,tx,"1,114",12.2%,37.6,"$40,598",513,"$57,300"
moultrie-county-il,il,"14,711",12.1%,39.9,"$53,979","6,993","$107,500"
mountrail-county-nd,nd,"9,986",11.2%,34.2,"$69,622","4,807","$169,800"
mower-county-mn,mn,"39,386",13%,39.3,"$53,700","19,157","$114,700"
muhlenberg-county-ky,ky,"31,153",20.5%,42,"$40,037","11,493","$82,000"
multnomah-county-or,or,"811,880",16.4%,37.6,"$71,186","453,165","$422,900"
murray-county-ga,ga,"39,444",18%,37.6,"$41,617","16,748","$91,700"
murray-county-mn,mn,"8,394",8.22%,48.1,"$54,211","4,222","$107,700"
murray-county-ok,ok,"13,797",14.1%,42.2,"$51,844","6,064","$107,100"
muscatine-county-ia,ia,"42,923",10.5%,38.1,"$56,398","21,645","$128,100"
muscogee-county-ga,ga,"198,647",21.7%,33.7,"$43,239","79,022","$140,200"
muskegon-county-mi,mi,"172,707",18.5%,39.1,"$46,077","73,192","$105,300"
muskingum-county-oh,oh,"85,933",16.6%,40.2,"$43,325","38,123","$112,500"
muskogee-county-ok,ok,"69,471",21.9%,37.7,"$41,329","26,861","$97,700"
musselshell-county-mt,mt,"4,766",17.4%,49.1,"$38,156","1,853","$161,400"
nacogdoches-county-tx,tx,"65,411",24.9%,30.6,"$41,482","28,199","$117,700"
nance-county-ne,ne,"3,569",11.7%,45.4,"$45,428","1,792","$80,400"
napa-county-ca,ca,"141,005",8.21%,40.8,"$79,637","71,110","$560,500"
nash-county-nc,nc,"94,125",15.9%,41.4,"$46,187","42,367","$123,100"
nassau-county-fl,fl,"78,435",11.4%,44.9,"$64,294","34,780","$203,500"
nassau-county-ny,ny,1.36M,5.85%,41.7,"$116,304","694,792","$517,500"
natchitoches-county-la,la,,,,,,
natrona-county-wy,wy,"81,023",9.93%,36.3,"$59,400","41,467","$198,600"
navajo-county-az,az,"107,902",29.1%,35.9,"$38,798","33,186","$115,100"
navarro-county-tx,tx,"48,239",18.8%,38.9,"$45,103","20,325","$88,900"
nelson-county-ky,ky,"45,131",11.4%,38.9,"$55,182","21,251","$144,800"
nelson-county-nd,nd,"2,971",8.41%,52.5,"$52,417","1,550","$78,700"
nelson-county-va,va,"14,863",14.9%,49.7,"$53,834","7,131","$231,400"
nemaha-county-ks,ks,"10,095",10.8%,40.4,"$53,368","5,137","$116,500"
nemaha-county-ne,ne,"7,041",11.5%,38,"$55,536","3,444","$114,600"
neosho-county-ks,ks,"16,209",21.4%,39.7,"$44,402","7,418","$77,300"
neshoba-county-ms,ms,"29,437",22.1%,36.7,"$36,755","12,292","$80,400"
ness-county-ks,ks,"3,001",8.87%,47.2,"$48,412","1,447","$70,500"
nevada-county-ar,ar,"8,528",23%,43.8,"$36,995","3,294","$62,700"
nevada-county-ca,ca,"98,838",12.1%,49.8,"$60,610","42,302","$379,800"
new-castle-county-de,de,"559,335",11.9%,38.4,"$69,479","276,075","$269,800"
new-hanover-county-nc,nc,"219,866",18%,38.7,"$51,457","107,369","$225,600"
new-haven-county-ct,ct,"857,620",12.1%,40.5,"$67,845","432,459","$251,100"
new-kent-county-va,va,"20,523",5.11%,44,"$78,429","10,248","$256,600"
new-london-county-ct,ct,"266,784",9.93%,42.4,"$67,197","132,998","$238,400"
new-madrid-county-mo,mo,"18,030",24.1%,41.3,"$33,846","6,939","$74,500"
new-york-city-county-ny,ny,,,,,,
newaygo-county-mi,mi,"47,899",17.8%,42.6,"$45,645","19,256","$104,500"
newberry-county-sc,sc,"37,914",19.8%,41.5,"$39,600","16,259","$99,700"
newport-county-ri,ri,"83,204",9.01%,44.6,"$75,463","41,471","$362,800"
newport-news-county-va,va,,,,,,
newton-county-ar,ar,"7,898",17.8%,48.8,"$38,134","3,114","$91,600"
newton-county-ga,ga,"105,042",16.7%,36.2,"$52,784","46,324","$123,300"
newton-county-in,in,"14,056",14%,42.5,"$52,193","6,311","$112,500"
newton-county-ms,ms,"21,437",23%,37.2,"$37,643","8,108","$80,300"
newton-county-mo,mo,"58,237",12.9%,39.4,"$46,723","27,120","$118,200"
newton-county-tx,tx,"14,187",15.7%,43.5,"$40,180","4,971","$73,300"
nez-perce-county-id,id,"40,014",14.4%,41.3,"$51,804","18,977","$172,500"
niagara-county-ny,ny,"212,675",13.4%,43,"$51,656","100,990","$114,800"
nicholas-county-ky,ky,"7,061",27.8%,41.6,"$38,900","2,867","$82,100"
nicholas-county-wv,wv,"25,496",18.6%,44.9,"$39,037","9,796","$88,900"
nicollet-county-mn,mn,"33,477",11.3%,36.3,"$62,593","18,581","$178,000"
niobrara-county-wy,wy,"2,479",14.9%,40.4,"$36,793","1,067","$152,500"
noble-county-in,in,"47,421",9.25%,38.5,"$52,393","22,593","$114,500"
noble-county-oh,oh,"14,498",12.9%,48.7,"$42,171","4,146","$91,300"
noble-county-ok,ok,"11,421",11.6%,41.5,"$52,372","5,169","$94,800"
nobles-county-mn,mn,"21,854",15.8%,36,"$53,267","10,580","$118,300"
nodaway-county-mo,mo,"22,744",22.6%,29,"$41,370","11,535","$117,800"
nolan-county-tx,tx,"14,990",16.8%,38.8,"$42,019","6,316","$66,100"
nome-county-ak,ak,,,,,,
norfolk-county-ma,ma,"705,388",6.54%,40.7,"$100,356","379,115","$496,600"
norfolk-county-va,va,,,,,,
norman-county-mn,mn,"6,589",12%,44.3,"$53,034","3,144","$88,500"
north-slope-county-ak,ak,,,,,,
northampton-county-nc,nc,"20,426",25.4%,48.6,"$33,508","7,083","$81,900"
northampton-county-pa,pa,"304,807",9.17%,42.4,"$68,591","148,551","$225,000"
northampton-county-va,va,"11,998",20.3%,48.4,"$41,468","4,892","$165,800"
northumberland-county-pa,pa,"93,038",14.4%,44.3,"$44,534","41,505","$112,300"
northumberland-county-va,va,"12,254",13.5%,56.5,"$56,677","4,733","$277,900"
northwest-arctic-county-ak,ak,,,,,,
norton-county-ks,ks,"5,527",11.6%,43.5,"$50,673","2,523","$73,700"
norton-county-va,va,,,,,,
nottoway-county-va,va,"15,537",21.5%,41.3,"$38,410","5,577","$134,800"
nowata-county-ok,ok,"10,448",18.1%,42.3,"$41,282","4,250","$81,600"
noxubee-county-ms,ms,"10,942",34.9%,36,"$30,808","3,953","$57,400"
nuckolls-county-ne,ne,"4,318",10.8%,49.4,"$42,055","2,224","$62,300"
nueces-county-tx,tx,"362,265",16.7%,35.7,"$54,560","164,776","$141,100"
nye-county-nv,nv,"43,296",17.3%,51.6,"$44,225","14,551","$125,100"
o'brien-county-ia,ia,"13,944",9.73%,43.3,"$56,314","7,418","$108,000"
oakland-county-mi,mi,1.26M,9.02%,40.8,"$80,193","650,047","$258,900"
obion-county-tn,tn,"30,659",23%,42.6,"$38,063","12,515","$87,600"
ocean-county-nj,nj,"601,651",10.9%,42.7,"$68,551","263,534","$285,200"
oceana-county-mi,mi,"26,317",17.5%,42.7,"$44,382","10,693","$106,300"
ochiltree-county-tx,tx,"10,484",13%,31.7,"$50,120","4,679","$102,400"
oconee-county-ga,ga,"35,972",6.93%,40.1,"$77,388","16,944","$252,000"
oconee-county-sc,sc,"75,926",18.6%,45,"$43,978","31,227","$153,300"
oconto-county-wi,wi,"37,465",9.06%,46.3,"$55,762","19,216","$156,700"
ogemaw-county-mi,mi,"20,979",18.7%,49.7,"$38,149","7,739","$89,600"
oglala-lakota-county-sd,sd,"14,291",51.9%,25.2,"$27,804","3,219","$18,700"
ogle-county-il,il,"51,619",11.1%,41.9,"$57,655","24,713","$139,900"
oglethorpe-county-ga,ga,"14,654",17.6%,42.5,"$43,938","6,390","$111,800"
ohio-county-in,in,"5,911",4.98%,46.8,"$58,359","3,041","$142,400"
ohio-county-ky,ky,"24,062",21.3%,40.7,"$41,470","9,324","$88,300"
ohio-county-wv,wv,"42,906",13.7%,43.5,"$45,777","20,005","$114,800"
okaloosa-county-fl,fl,"197,591",11.5%,36.7,"$59,955","85,823","$198,700"
okanogan-county-wa,wa,"41,377",21.8%,43.1,"$42,598","16,762","$169,100"
okeechobee-county-fl,fl,"40,228",22.3%,41,"$39,059","14,085","$89,900"
okfuskee-county-ok,ok,"12,160",25.2%,40,"$38,346","3,875","$79,100"
oklahoma-county-ok,ok,"792,582",17%,34.8,"$52,214","383,888","$156,800"
okmulgee-county-ok,ok,"39,121",19.5%,39.2,"$39,567","15,019","$80,300"
oktibbeha-county-ms,ms,"49,392",29.8%,25.4,"$37,348","20,717","$146,400"
oldham-county-ky,ky,"64,633",5.62%,39,"$92,237","30,706","$259,700"
oldham-county-tx,tx,"2,083",11.1%,29.9,"$62,426",776,"$87,000"
oliver-county-nd,nd,"1,822",3.14%,50.1,"$71,500",910,"$171,800"
olmsted-county-mn,mn,"151,685",9.05%,37.1,"$72,337","80,838","$188,300"
oneida-county-ny,ny,"232,324",16.6%,41,"$51,316","102,889","$120,000"
oneida-county-wi,wi,"35,352",8.99%,50.6,"$52,945","16,826","$165,000"
onondaga-county-ny,ny,"461,809",14.9%,39.3,"$59,883","218,130","$148,800"
onslow-county-nc,nc,"192,685",14.1%,26,"$48,162","61,901","$154,400"
ontario-county-ny,ny,"109,491",9.75%,43.4,"$61,710","54,398","$156,500"
orange-county-ca,ca,3.19M,12.1%,38.3,"$89,759",1.61M,"$709,800"
orange-county-fl,fl,1.38M,16.7%,35.3,"$58,588","702,972","$259,000"
orange-county-in,in,"19,623",15%,41.3,"$42,803","8,438","$90,400"
orange-county-ny,ny,"381,951",12.2%,36.9,"$75,825","180,770","$282,200"
orange-county-nc,nc,"141,812",14%,34.2,"$65,522","72,255","$283,000"
orange-county-tx,tx,"83,909",14.2%,37.7,"$53,667","36,743","$104,700"
orange-county-vt,vt,"28,901",11.5%,45.7,"$56,584","15,343","$188,300"
orange-county-va,va,"35,265",8.86%,41.9,"$67,196","15,957","$235,200"
orangeburg-county-sc,sc,"89,116",23.2%,39.5,"$34,943","34,712","$92,700"
oregon-county-mo,mo,"10,779",25.3%,46.3,"$32,070","4,158","$87,200"
orleans-county-la,la,,,,,,
orleans-county-ny,ny,"41,584",15.9%,42.8,"$49,223","17,976","$93,600"
orleans-county-vt,vt,"26,951",14.2%,45.4,"$45,664","12,227","$161,100"
osage-county-ks,ks,"15,894",12.8%,43.4,"$54,186","7,314","$107,200"
osage-county-mo,mo,"13,610",6.84%,40.1,"$54,503","6,890","$140,500"
osage-county-ok,ok,"47,350",15.7%,42,"$47,683","19,310","$110,100"
osborne-county-ks,ks,"3,684",15.5%,47.4,"$42,173","1,752","$61,300"
osceola-county-fl,fl,"367,990",17.8%,35.7,"$50,546","175,204","$218,900"
osceola-county-ia,ia,"6,149",11.4%,44,"$53,604","3,197","$89,500"
osceola-county-mi,mi,"23,221",20.7%,43.5,"$41,099","8,960","$91,400"
oscoda-county-mi,mi,"8,304",18.1%,51.8,"$36,833","2,815","$83,400"
oswego-county-ny,ny,"119,833",18.3%,39.8,"$51,755","53,211","$97,800"
otero-county-co,co,"18,325",22.9%,40.2,"$35,051","7,177","$91,800"
otero-county-nm,nm,"65,130",21.4%,35.6,"$43,533","23,707","$106,300"
otoe-county-ne,ne,"15,875",9.99%,41.7,"$54,605","8,201","$130,700"
otsego-county-mi,mi,"24,247",14.9%,44.9,"$50,823","10,894","$124,100"
otsego-county-ny,ny,"60,750",16.1%,42,"$51,254","28,545","$141,900"
ottawa-county-ks,ks,"5,957",9.72%,42.4,"$51,797","3,002","$98,600"
ottawa-county-mi,mi,"290,494",9.55%,35.2,"$69,952","150,729","$213,000"
ottawa-county-oh,oh,"40,769",10.5%,48.3,"$56,193","19,348","$145,400"
ottawa-county-ok,ok,"31,725",21.8%,38.2,"$38,472","12,898","$84,300"
otter-tail-county-mn,mn,"57,790",9.42%,46.6,"$55,181","28,208","$170,900"
ouachita-county-ar,ar,"24,378",26%,42.8,"$32,136","9,290","$67,900"
ouachita-county-la,la,,,,,,
ouray-county-co,co,"4,653",10.4%,53.7,"$61,333","2,315","$420,600"
out-of-al-county-al,al,,,,,,
out-of-ga-county-ga,ga,,,,,,
out-of-hi-county-hi,hi,,,,,,
out-of-il-county-il,il,,,,,,
out-of-mi-county-mi,mi,,,,,,
out-of-ok-county-ok,ok,,,,,,
out-of-tn-county-tn,tn,,,,,,
outagamie-county-wi,wi,"183,288",8.63%,37.9,"$61,523","98,822","$160,100"
overton-county-tn,tn,"21,995",19.6%,42.6,"$36,052","8,736","$114,700"
owen-county-in,in,"20,957",15.6%,44.6,"$48,315","9,455","$110,200"
owen-county-ky,ky,"10,686",16.7%,42.2,"$44,031","3,975","$99,100"
owsley-county-ky,ky,"4,497",33%,41.8,"$22,736","1,243","$70,000"
owyhee-county-id,id,"11,384",23.3%,38.6,"$36,092","4,687","$125,700"
oxford-county-me,me,"57,230",15.2%,46.3,"$44,582","25,524","$137,200"
ozark-county-mo,mo,"9,328",27.6%,51.1,"$32,021","3,107","$91,800"
ozaukee-county-wi,wi,"87,817",5.88%,43.9,"$80,526","46,395","$262,100"
pacific-county-wa,wa,"20,940",18.6%,52.7,"$39,895","6,916","$163,400"
page-county-ia,ia,"15,393",13.6%,44.4,"$46,708","7,220","$87,600"
page-county-va,va,"23,694",17%,45,"$46,140","10,627","$172,200"
palm-beach-county-fl,fl,1.49M,13.4%,44.9,"$61,691","692,533","$299,800"
palo-alto-county-ia,ia,"9,110",7.06%,42.3,"$50,470","4,819","$98,100"
palo-pinto-county-tx,tx,"28,109",18.3%,41,"$45,067","11,724","$88,600"
pamlico-county-nc,nc,"12,803",15.1%,51,"$45,211","5,015","$150,600"
panola-county-ms,ms,"34,229",20.5%,37,"$35,891","12,653","$73,800"
panola-county-tx,tx,"23,574",15.3%,38.7,"$49,704","9,855","$97,200"
park-county-co,co,"16,900",6.55%,50.6,"$61,644","9,044","$262,300"
park-county-mt,mt,"16,001",13.4%,46.4,"$44,920","8,162","$235,600"
park-county-wy,wy,"29,276",6.99%,44.2,"$60,828","15,092","$236,200"
parke-county-in,in,"17,062",13.9%,42.2,"$44,643","6,734","$86,700"
parker-county-tx,tx,"125,963",9.17%,39.6,"$70,608","58,626","$180,900"
parmer-county-tx,tx,"9,871",17.3%,34.1,"$50,410","4,411","$86,200"
pasco-county-fl,fl,"539,630",13.6%,44.5,"$54,208","223,564","$174,500"
pasquotank-county-nc,nc,"39,546",18.1%,38.1,"$47,264","16,333","$158,900"
passaic-county-nj,nj,"503,310",17%,37.4,"$75,259","247,660","$351,500"
patrick-county-va,va,"17,958",20.2%,49.2,"$37,757","7,383","$116,000"
paulding-county-ga,ga,"152,399",9.72%,35.6,"$63,669","74,446","$150,400"
paulding-county-oh,oh,"18,951",10.7%,41.5,"$49,866","8,721","$92,500"
pawnee-county-ks,ks,"6,776",7.77%,44.5,"$46,224","2,799","$75,600"
pawnee-county-ne,ne,"2,704",20.5%,50.1,"$42,176","1,205","$71,100"
pawnee-county-ok,ok,"16,448",15%,41.7,"$46,460","6,606","$87,500"
payette-county-id,id,"22,839",15.5%,38.8,"$48,447","9,679","$138,900"
payne-county-ok,ok,"80,634",26.3%,27.2,"$39,149","36,377","$147,400"
peach-county-ga,ga,"27,027",18.7%,35.8,"$43,645","11,282","$126,000"
pearl-river-county-ms,ms,"55,049",17.9%,41,"$44,734","21,083","$122,900"
pecos-county-tx,tx,"15,804",11.5%,36.2,"$50,543","6,103","$68,600"
pembina-county-nd,nd,"7,050",5.64%,48.2,"$61,393","3,519","$85,500"
pemiscot-county-mo,mo,"17,344",28.5%,37.7,"$32,468","6,326","$73,300"
pend-oreille-county-wa,wa,"13,066",16.6%,50.2,"$49,184","4,401","$186,000"
pender-county-nc,nc,"57,630",15.8%,42.6,"$49,357","24,768","$167,200"
pendleton-county-ky,ky,"14,530",15.1%,41.2,"$49,706","6,415","$106,400"
pendleton-county-wv,wv,"7,138",18.7%,49.9,"$39,554","2,726","$107,900"
